% time spent exploring,episodes,mean 100 episode reward,steps
91,10,-69.7,2727
81,20,-52.6,5578
74,30,-48.7,7701
68,40,-43.0,9664
62,50,-38.2,11410
54,60,-34.5,13736
44,70,-32.9,16859
38,80,-35.1,18783
27,90,-33.9,22034
12,100,-34.3,26455
2,110,-31.3,29564
1,120,-28.2,32517
1,130,-24.2,34504
1,140,-22.2,36772
1,150,-21.1,38618
1,160,-20.5,41656
1,170,-18.6,44509
1,180,-13.9,47020
1,190,-12.5,49831
